ano;mes;uf;especie;diagnostico;casos
2025;12;MS;BOVINOS;Fasciolose Hepática (notificação Sif);1
2025;12;MS;BOVINOS;Fratura (após A Morte);1
2025;12;MS;BOVINOS;Fígado Amarelo;1
2025;12;MS;BOVINOS;Lesão Inflamatória;14
2025;12;MS;BOVINOS;Lesão Traumática;18
2025;12;MS;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2025;12;MS;BOVINOS;Lesão de Pele;1
2025;12;MS;BOVINOS;Lesões Tuberculósicas;1
2025;12;MS;BOVINOS;Linfadenite Caseosa (notificação Sif);1
2025;12;MS;BOVINOS;Magreza;4
2025;12;MS;BOVINOS;Miíase Cutânea;1
2025;12;MS;BOVINOS;Neoplasia;1
2025;12;MS;BOVINOS;Parasitose Não Zoonótica;70
2025;12;MS;BOVINOS;Septicemia;1
2025;12;MS;BOVINOS;Tuberculose (notificação Sif);1
2025;12;MT;BOVINOS;Abscesso (mamíferos);57
2025;12;MT;BOVINOS;Actinomicose (já Notificado);17
2025;12;MT;BOVINOS;Actinomicose (notificação Sif);3
2025;12;MT;BOVINOS;Aderência de Pleura (purulenta);3
2025;12;MT;BOVINOS;Aderência de Pleura (seca);45
2025;12;MT;BOVINOS;Aderência de Pleura (úmida);3
2025;12;MT;BOVINOS;Alteração Linfática Inespecífica;56
2025;12;MT;BOVINOS;Alterações Musculares (estresse/fadiga);3
2025;12;MT;BOVINOS;Artrite (uma Articulação);1
2025;12;MT;BOVINOS;Aspiração de Líquido;37
2025;12;MT;BOVINOS;Caquexia;6
2025;12;MT;BOVINOS;Cisticercose Bovina;14
2025;12;MT;BOVINOS;Coloração Anormal (post Mortem);1
2025;12;MT;BOVINOS;Equinococose/hidatidose (notificaçao Sif);9
2025;12;MT;BOVINOS;Estresse/fadiga (no Ante Mortem);5
2025;12;MT;BOVINOS;Fasciolose Hepática (notificação Sif);1
2025;12;MT;BOVINOS;Footrot (já Notificado);8
2025;12;MT;BOVINOS;Footrot (notificação Sif);1
2025;12;MT;BOVINOS;Fratura (após A Morte);3
2025;12;MT;BOVINOS;Fígado Amarelo;16
2025;12;MT;BOVINOS;Gordura Amarela;3
2025;12;MT;BOVINOS;Lesão Inflamatória;127
2025;12;MT;BOVINOS;Lesão Restrita;1
2025;12;MT;BOVINOS;Lesão Traumática;34
2025;12;MT;BOVINOS;Lesão Traumática (detectada no Ante Mortem);3
2025;12;MT;BOVINOS;Lesões Tuberculósicas;10
2025;12;MT;BOVINOS;Magreza;8
2025;12;MT;BOVINOS;Miíase Cutânea;30
2025;12;MT;BOVINOS;Neoplasia;7
2025;12;MT;BOVINOS;Parasitose Não Zoonótica;171
2025;12;MT;BOVINOS;Parto Recente (fêmea);1
2025;12;MT;BOVINOS;Sarcocistose;1
2025;12;MT;BOVINOS;Septicemia;6
2025;12;MT;BOVINOS;Tuberculose (notificação Sif);3
2025;12;MT;BOVINOS;Útero Com Feto(s);1
2025;12;PA;BOVINOS;Abscesso (mamíferos);7
2025;12;PA;BOVINOS;Abscesso Subcutâneo (lagomorfos);1
2025;12;PA;BOVINOS;Actinomicose (notificação Sif);3
2025;12;PA;BOVINOS;Aderência de Pleura (seca);1
2025;12;PA;BOVINOS;Aderência de Pleura (úmida);1
2025;12;PA;BOVINOS;Alteração Linfática Inespecífica;10
2025;12;PA;BOVINOS;Alterações Musculares (estresse/fadiga);1
2025;12;PA;BOVINOS;Alterações Musculares (rigidez Atípica);1
2025;12;PA;BOVINOS;Brucelose (reagentes Notificação Sif);1
2025;12;PA;BOVINOS;Cisticercose Bovina;1
2025;12;PA;BOVINOS;Coloração Anormal (post Mortem);1
2025;12;PA;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2025;12;PA;BOVINOS;Fasciolose Hepática (notificação Sif);1
2025;12;PA;BOVINOS;Fratura (após A Morte);3
2025;12;PA;BOVINOS;Lesão Inflamatória;3
2025;12;PA;BOVINOS;Lesão Restrita;1
2025;12;PA;BOVINOS;Lesão Traumática;36
2025;12;PA;BOVINOS;Lesão Traumática (detectada no Ante Mortem);10
2025;12;PA;BOVINOS;Lesões Tuberculósicas;1
2025;12;PA;BOVINOS;Leucose Enzoótica Bovina (notificação Sif);1
2025;12;PA;BOVINOS;Magreza;1
2025;12;PA;BOVINOS;Miíase Cutânea;3
2025;12;PA;BOVINOS;Neoplasia;1
2025;12;PA;BOVINOS;Parasitose Não Zoonótica;57
2025;12;PA;BOVINOS;Septicemia;7
2025;12;PA;BOVINOS;Tuberculose (já Notificado);1
2025;12;PA;BOVINOS;Tuberculose (notificação Sif);1
2025;12;PA;BOVINOS;Útero Com Feto(s);1
2025;12;PB;BOVINOS;Abscesso (mamíferos);3
2025;12;PB;BOVINOS;Aderência de Pleura (seca);1
2025;12;PB;BOVINOS;Alteração Linfática Inespecífica;1
2025;12;PB;BOVINOS;Cisticercose Bovina;1
2025;12;PB;BOVINOS;Lesão Inflamatória;1
2025;12;PB;BOVINOS;Lesão Restrita;7
2025;12;PB;BOVINOS;Lesão Traumática;3
2025;12;PB;BOVINOS;Parasitose Não Zoonótica;49
2025;12;PE;BOVINOS;Abscesso (mamíferos);10
2025;12;PE;BOVINOS;Aderência de Pleura (purulenta);1
2025;12;PE;BOVINOS;Aderência de Pleura (seca);3
2025;12;PE;BOVINOS;Alteração Linfática Inespecífica;4
2025;12;PE;BOVINOS;Cisticercose Bovina;3
2025;12;PE;BOVINOS;Lesão Inflamatória;3
2025;12;PE;BOVINOS;Lesão Restrita;10
2025;12;PE;BOVINOS;Lesão Traumática;16
2025;12;PE;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2025;12;PE;BOVINOS;Lesões Tuberculósicas;3
2025;12;PE;BOVINOS;Magreza;1
2025;12;PE;BOVINOS;Parasitose Não Zoonótica;224
2025;12;PI;BOVINOS;Alteração Linfática Inespecífica;13
2025;12;PI;BOVINOS;Lesão Inflamatória;1
2025;12;PI;BOVINOS;Lesão Traumática;2
2025;12;PI;BOVINOS;Parasitose Não Zoonótica;25
2025;12;PR;BOVINOS;Abscesso (mamíferos);15
2025;12;PR;BOVINOS;Actinobacilose (ruminantes);1
2025;12;PR;BOVINOS;Actinomicose (notificação Sif);1
2025;12;PR;BOVINOS;Aderência de Pleura (purulenta);1
2025;12;PR;BOVINOS;Aderência de Pleura (seca);6
2025;12;PR;BOVINOS;Aderência de Pleura (úmida);1
2025;12;PR;BOVINOS;Alteração Linfática Inespecífica;46
2025;12;PR;BOVINOS;Caquexia;1
2025;12;PR;BOVINOS;Cisticercose Bovina;6
2025;12;PR;BOVINOS;Equinococose/hidatidose (notificaçao Sif);12
2025;12;PR;BOVINOS;Fasciolose Hepática (notificação Sif);130
2025;12;PR;BOVINOS;Hipertermia (detectada no Ante Mortem);1
2025;12;PR;BOVINOS;Lesão Inflamatória;6
2025;12;PR;BOVINOS;Lesão Restrita;1
2025;12;PR;BOVINOS;Lesão Traumática;29
2025;12;PR;BOVINOS;Lesão Traumática (detectada no Ante Mortem);3
2025;12;PR;BOVINOS;Lesão de Pele;3
2025;12;PR;BOVINOS;Lesões Tuberculósicas;5
2025;12;PR;BOVINOS;Linfadenite Caseosa (notificação Sif);3
2025;12;PR;BOVINOS;Miíase Cutânea;1
2025;12;PR;BOVINOS;Neoplasia;3
2025;12;PR;BOVINOS;Parasitose Não Zoonótica;328
2025;12;PR;BOVINOS;Septicemia;1
2025;12;PR;BOVINOS;Tuberculose (notificação Sif);1
2025;12;PR;BOVINOS;Tuberculose (reagente Já Notificado);15
2025;12;RJ;BOVINOS;Fasciolose Hepática (notificação Sif);20
2025;12;RJ;BOVINOS;Lesão Traumática;1
2025;12;RN;BOVINOS;Aderência de Pleura (seca);4
2025;12;RN;BOVINOS;Lesão Inflamatória;2
2025;12;RN;BOVINOS;Lesão Restrita;6
2025;12;RN;BOVINOS;Lesão Traumática;1
2025;12;RN;BOVINOS;Lesões Tuberculósicas;1
2025;12;RN;BOVINOS;Parasitose Não Zoonótica;64
2025;12;RO;BOVINOS;Abscesso (mamíferos);6
2025;12;RO;BOVINOS;Actinomicose (notificação Sif);6
2025;12;RO;BOVINOS;Aderência de Pleura (seca);15
2025;12;RO;BOVINOS;Aderência de Pleura (úmida);1
2025;12;RO;BOVINOS;Alteração Linfática Inespecífica;18
2025;12;RO;BOVINOS;Alterações Musculares (rigidez Atípica);1
2025;12;RO;BOVINOS;Cisticercose Bovina;1
2025;12;RO;BOVINOS;Edema Generalizado;1
2025;12;RO;BOVINOS;Equinococose/hidatidose (notificaçao Sif);6
2025;12;RO;BOVINOS;Fratura (após A Morte);1
2025;12;RO;BOVINOS;Hérnia (detectada no Ante Mortem);1
2025;12;RO;BOVINOS;Lesão Inflamatória;40
2025;12;RO;BOVINOS;Lesão Traumática;15
2025;12;RO;BOVINOS;Lesão Traumática (detectada no Ante Mortem);3
2025;12;RO;BOVINOS;Linfadenite Caseosa (notificação Sif);6
2025;12;RO;BOVINOS;Magreza;1
2025;12;RO;BOVINOS;Neoplasia;1
2025;12;RO;BOVINOS;Parasitose Não Zoonótica;6
2025;12;RO;BOVINOS;Paratuberculose (notificação Sif);3
2025;12;RO;BOVINOS;Septicemia;1
2025;12;RO;BOVINOS;Síndrome Nervosa (suspeito);1
2025;12;RO;BOVINOS;Tuberculose (notificação Sif);1
2025;12;RR;BOVINOS;Abscesso (mamíferos);1
2025;12;RR;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2025;12;RR;BOVINOS;Fratura (após A Morte);1
2025;12;RR;BOVINOS;Lesão Inflamatória;1
2025;12;RR;BOVINOS;Lesão Traumática;1
2025;12;RR;BOVINOS;Lesões Tuberculósicas;1
2025;12;RR;BOVINOS;Parasitose Não Zoonótica;216
2025;12;RS;BOVINOS;Abscesso (mamíferos);26
2025;12;RS;BOVINOS;Actinobacilose (ruminantes);183
2025;12;RS;BOVINOS;Actinomicose (notificação Sif);3
2025;12;RS;BOVINOS;Aderência de Pleura (purulenta);1
2025;12;RS;BOVINOS;Aderência de Pleura (seca);10
2025;12;RS;BOVINOS;Aderência de Pleura (úmida);2
2025;12;RS;BOVINOS;Alteração Linfática Inespecífica;35
2025;12;RS;BOVINOS;Alterações Musculares (rigidez Atípica);1
2025;12;RS;BOVINOS;Cisticercose Bovina;63
2025;12;RS;BOVINOS;Cisticercose Ovina;1
2025;12;RS;BOVINOS;Edema Generalizado;1
2025;12;RS;BOVINOS;Equinococose/hidatidose (notificaçao Sif);774
2025;12;RS;BOVINOS;Esplenomegalia;1
2025;12;RS;BOVINOS;Fasciolose Hepática (notificação Sif);2047
2025;12;RS;BOVINOS;Fratura (após A Morte);1
2025;12;RS;BOVINOS;Gordura Amarela;1
2025;12;RS;BOVINOS;Lesão Inflamatória;10
2025;12;RS;BOVINOS;Lesão Restrita;1
2025;12;RS;BOVINOS;Lesão Traumática;32
2025;12;RS;BOVINOS;Lesões Tuberculósicas;11
2025;12;RS;BOVINOS;Linfadenite Caseosa (notificação Sif);1
2025;12;RS;BOVINOS;MIÍASE (CONFIRMADA - C. hominivorax);1
2025;12;RS;BOVINOS;Magreza;1
2025;12;RS;BOVINOS;Miíase Cutânea;3
2025;12;RS;BOVINOS;Neoplasia;1
2025;12;RS;BOVINOS;Parasitose Não Zoonótica;46
2025;12;RS;BOVINOS;Sarcocistose;1
2025;12;RS;BOVINOS;Tuberculose (notificação Sif);3
2025;12;RS;BOVINOS;Útero Com Feto(s);3
2025;12;RS;BUBALINOS;Fasciolose Hepática (notificação Sif);6
2025;12;SC;BOVINOS;Abscesso (mamíferos);10
2025;12;SC;BOVINOS;Aderência de Pleura (seca);6
2025;12;SC;BOVINOS;Aderência de Pleura (úmida);1
2025;12;SC;BOVINOS;Alteração Linfática Inespecífica;10
2025;12;SC;BOVINOS;Alterações Musculares (rigidez Atípica);2
2025;12;SC;BOVINOS;Artrite (uma Articulação);1
2025;12;SC;BOVINOS;Caquexia;1
2025;12;SC;BOVINOS;Cisticercose Bovina;3
2025;12;SC;BOVINOS;Equinococose/hidatidose (notificaçao Sif);7
2025;12;SC;BOVINOS;Fasciolose Hepática (notificação Sif);132
2025;12;SC;BOVINOS;Lesão Inflamatória;11
2025;12;SC;BOVINOS;Lesão Traumática;6
2025;12;SC;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2025;12;SC;BOVINOS;Lesões Tuberculósicas;1
2025;12;SC;BOVINOS;Leucose Enzoótica Bovina (notificação Sif);1
2025;12;SC;BOVINOS;Linfadenite Caseosa (notificação Sif);1
2025;12;SC;BOVINOS;Magreza;3
2025;12;SC;BOVINOS;Neoplasia;1
2025;12;SC;BOVINOS;Parasitose Não Zoonótica;360
2025;12;SC;BOVINOS;Septicemia;1
2025;12;SC;BOVINOS;Útero Com Feto(s);1
2025;12;SP;BOVINOS;Abscesso (mamíferos);71
2025;12;SP;BOVINOS;Acrobustite;1
2025;12;SP;BOVINOS;Actinomicose (já Notificado);1
2025;12;SP;BOVINOS;Actinomicose (notificação Sif);1
2025;12;SP;BOVINOS;Aderência de Pleura (purulenta);1
2025;12;SP;BOVINOS;Aderência de Pleura (seca);38
2025;12;SP;BOVINOS;Aderência de Pleura (úmida);3
2025;12;SP;BOVINOS;Alteração Linfática Inespecífica;36
2025;12;SP;BOVINOS;Alterações Musculares (rigidez Atípica);1
2025;12;SP;BOVINOS;Cisticercose Bovina;71
2025;12;SP;BOVINOS;Equinococose/hidatidose (notificaçao Sif);27
2025;12;SP;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2025;12;SP;BOVINOS;Fasciolose Hepática (notificação Sif);235
2025;12;SP;BOVINOS;Fígado Amarelo;1
2025;12;SP;BOVINOS;Gordura Amarela;1
2025;12;SP;BOVINOS;Lesão Inflamatória;152
2025;12;SP;BOVINOS;Lesão Traumática;55
2025;12;SP;BOVINOS;Lesão Traumática (detectada no Ante Mortem);3
2025;12;SP;BOVINOS;Lesões Tuberculósicas;10
2025;12;SP;BOVINOS;Linfadenite Caseosa (já Notificado);8
2025;12;SP;BOVINOS;Linfadenite Caseosa (notificação Sif);6
2025;12;SP;BOVINOS;Magreza;3
2025;12;SP;BOVINOS;Neoplasia;1
2025;12;SP;BOVINOS;Parasitose Não Zoonótica;188
2025;12;SP;BOVINOS;Pneumonia Enzoótica (notificação Sif);1
2025;12;SP;BOVINOS;Sarcocistose;9
2025;12;SP;BOVINOS;Septicemia;1
2025;12;SP;BOVINOS;Tuberculose (notificação Sif);3
2025;12;TO;BOVINOS;Abscesso (mamíferos);2502
2025;12;TO;BOVINOS;Abscesso Subcutâneo (lagomorfos);306
2025;12;TO;BOVINOS;Actinomicose (notificação Sif);1
2025;12;TO;BOVINOS;Aderência de Pleura (purulenta);1
2025;12;TO;BOVINOS;Aderência de Pleura (seca);409
2025;12;TO;BOVINOS;Aderência de Pleura (úmida);3
2025;12;TO;BOVINOS;Alteração Linfática Inespecífica;3940
2025;12;TO;BOVINOS;Alterações Musculares (estresse/fadiga);1
2025;12;TO;BOVINOS;Caquexia;1
2025;12;TO;BOVINOS;Cisticercose Bovina;1
2025;12;TO;BOVINOS;Equinococose/hidatidose (notificaçao Sif);4339
2025;12;TO;BOVINOS;Feto Abortado;1
2025;12;TO;BOVINOS;Fratura (após A Morte);3
2025;12;TO;BOVINOS;Lesão Inflamatória;1251
2025;12;TO;BOVINOS;Lesão Traumática;1920
2025;12;TO;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2025;12;TO;BOVINOS;Lesões Tuberculósicas;137
2025;12;TO;BOVINOS;Leucose Enzoótica Bovina (notificação Sif);425
2025;12;TO;BOVINOS;Neoplasia;3
2025;12;TO;BOVINOS;Parasitose Não Zoonótica;696
2025;12;TO;BOVINOS;Septicemia;1
2026;1;AC;BOVINOS;Abscesso (mamíferos);3
2026;1;AC;BOVINOS;Aderência de Pleura (seca);1
2026;1;AC;BOVINOS;Aderência de Pleura (úmida);1
2026;1;AC;BOVINOS;Alteração Linfática Inespecífica;17
2026;1;AC;BOVINOS;Alterações Musculares (estresse/fadiga);1
2026;1;AC;BOVINOS;Cisticercose Bovina;1
2026;1;AC;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2026;1;AC;BOVINOS;Lesão Inflamatória;5
2026;1;AC;BOVINOS;Lesão Traumática;6
2026;1;AC;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2026;1;AC;BOVINOS;Neoplasia;1
2026;1;AC;BOVINOS;Parasitose Não Zoonótica;16
2026;1;AC;BOVINOS;Sarcocistose;3
2026;1;AC;BOVINOS;Septicemia;1
2026;1;AC;BOVINOS;Tuberculose (notificação Sif);1
2026;1;AL;BOVINOS;Abscesso (mamíferos);3
2026;1;AL;BOVINOS;Aderência de Pleura (seca);1
2026;1;AL;BOVINOS;Alteração Linfática Inespecífica;3
2026;1;AL;BOVINOS;Alterações Musculares (estresse/fadiga);1
2026;1;AL;BOVINOS;Lesão Inflamatória;1
2026;1;AL;BOVINOS;Lesão Restrita;1
2026;1;AL;BOVINOS;Lesão Traumática;3
2026;1;AL;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2026;1;AL;BOVINOS;Lesões Tuberculósicas;1
2026;1;AL;BOVINOS;Parasitose Não Zoonótica;72
2026;1;AM;BOVINOS;Lesão Inflamatória;1
2026;1;AM;BOVINOS;Lesão Traumática;8
2026;1;AM;BOVINOS;Parasitose Não Zoonótica;1
2026;1;BA;BOVINOS;Abscesso (mamíferos);6
2026;1;BA;BOVINOS;Aderência de Pleura (seca);1
2026;1;BA;BOVINOS;Aderência de Pleura (úmida);1
2026;1;BA;BOVINOS;Alteração Linfática Inespecífica;10
2026;1;BA;BOVINOS;Cisticercose Bovina;19
2026;1;BA;BOVINOS;Esplenomegalia;1
2026;1;BA;BOVINOS;Lesão Inflamatória;14
2026;1;BA;BOVINOS;Lesão Traumática;10
2026;1;BA;BOVINOS;Lesão de Pele;1
2026;1;BA;BOVINOS;Lesões Tuberculósicas;12
2026;1;BA;BOVINOS;Magreza;1
2026;1;BA;BOVINOS;Neoplasia;1
2026;1;BA;BOVINOS;Parasitose Não Zoonótica;1028
2026;1;BA;BOVINOS;Septicemia;3
2026;1;BA;BOVINOS;Tuberculose (notificação Sif);1
2026;1;CE;BOVINOS;Abscesso (mamíferos);1
2026;1;CE;BOVINOS;Aderência de Pleura (seca);2
2026;1;CE;BOVINOS;Alteração Linfática Inespecífica;1
2026;1;CE;BOVINOS;Lesão Inflamatória;1
2026;1;CE;BOVINOS;Lesão Restrita;1
2026;1;CE;BOVINOS;Lesão Traumática;6
2026;1;CE;BOVINOS;Parasitose Não Zoonótica;11
2026;1;DF;BOVINOS;Hérnia (detectada no Ante Mortem);5
2026;1;ES;BOVINOS;Alteração Linfática Inespecífica;6
2026;1;ES;BOVINOS;Cisticercose Bovina;6
2026;1;ES;BOVINOS;Fasciolose Hepática (notificação Sif);89
2026;1;ES;BOVINOS;Lesão Traumática;6
2026;1;ES;BOVINOS;Tuberculose (já Notificado);6
2026;1;GO;BOVINOS;Abscesso (mamíferos);53
2026;1;GO;BOVINOS;Actinomicose (já Notificado);1
2026;1;GO;BOVINOS;Actinomicose (notificação Sif);9
2026;1;GO;BOVINOS;Aderência de Pleura (purulenta);20
2026;1;GO;BOVINOS;Aderência de Pleura (seca);6
2026;1;GO;BOVINOS;Aderência de Pleura (úmida);3
2026;1;GO;BOVINOS;Alteração Linfática Inespecífica;21
2026;1;GO;BOVINOS;Alterações Musculares (estresse/fadiga);1
2026;1;GO;BOVINOS;Alterações Musculares (rigidez Atípica);1
2026;1;GO;BOVINOS;Cisticercose Bovina;15
2026;1;GO;BOVINOS;Equinococose/hidatidose (notificaçao Sif);4
2026;1;GO;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2026;1;GO;BOVINOS;Fasciolose Hepática (notificação Sif);28
2026;1;GO;BOVINOS;Lesão Inflamatória;31
2026;1;GO;BOVINOS;Lesão Restrita;1
2026;1;GO;BOVINOS;Lesão Traumática;16
2026;1;GO;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2026;1;GO;BOVINOS;Lesões Tuberculósicas;6
2026;1;GO;BOVINOS;Magreza;1
2026;1;GO;BOVINOS;Miíase Cutânea;1
2026;1;GO;BOVINOS;Neoplasia;1
2026;1;GO;BOVINOS;Parasitose Não Zoonótica;25
2026;1;GO;BOVINOS;Pneumonia Enzoótica (notificação Sif);1
2026;1;GO;BOVINOS;Sarcocistose;1
2026;1;GO;BOVINOS;Septicemia;1
2026;1;GO;BOVINOS;Síndrome Nervosa (suspeito);1
2026;1;GO;BOVINOS;Tuberculose (notificação Sif);1
2026;1;GO;BOVINOS;Útero Com Feto(s);1
2026;1;MA;BOVINOS;Abscesso (mamíferos);36
2026;1;MA;BOVINOS;Actinomicose (notificação Sif);1
2026;1;MA;BOVINOS;Aderência de Pleura (seca);3
2026;1;MA;BOVINOS;Aderência de Pleura (úmida);1
2026;1;MA;BOVINOS;Alteração Linfática Inespecífica;77
2026;1;MA;BOVINOS;Alterações Musculares (estresse/fadiga);1
2026;1;MA;BOVINOS;Cisticercose Bovina;2
2026;1;MA;BOVINOS;Coloração Anormal (post Mortem);1
2026;1;MA;BOVINOS;Equinococose/hidatidose (notificaçao Sif);73
2026;1;MA;BOVINOS;Lesão Inflamatória;3
2026;1;MA;BOVINOS;Lesão Traumática;13
2026;1;MA;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2026;1;MA;BOVINOS;Lesões Tuberculósicas;1
2026;1;MA;BOVINOS;Parasitose Não Zoonótica;11
2026;1;MA;BOVINOS;Septicemia;1
2026;1;MG;BOVINOS;Abscesso (mamíferos);16
2026;1;MG;BOVINOS;Abscesso Subcutâneo (lagomorfos);2
2026;1;MG;BOVINOS;Acrobustite;1
2026;1;MG;BOVINOS;Actinomicose (notificação Sif);1
2026;1;MG;BOVINOS;Aderência de Pleura (purulenta);1
2026;1;MG;BOVINOS;Aderência de Pleura (seca);21
2026;1;MG;BOVINOS;Aderência de Pleura (úmida);1
2026;1;MG;BOVINOS;Alteração Linfática Inespecífica;22
2026;1;MG;BOVINOS;Alterações Musculares (rigidez Atípica);1
2026;1;MG;BOVINOS;Caquexia;3
2026;1;MG;BOVINOS;Cisticercose Bovina;30
2026;1;MG;BOVINOS;Edema Generalizado;1
2026;1;MG;BOVINOS;Equinococose/hidatidose (notificaçao Sif);16
2026;1;MG;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2026;1;MG;BOVINOS;Fasciolose Hepática (notificação Sif);92
2026;1;MG;BOVINOS;Febre Q (notificação Sif);1
2026;1;MG;BOVINOS;Fratura (após A Morte);6
2026;1;MG;BOVINOS;Fígado Amarelo;1
2026;1;MG;BOVINOS;Lesão Inflamatória;55
2026;1;MG;BOVINOS;Lesão Traumática;48
2026;1;MG;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2026;1;MG;BOVINOS;Lesões Tuberculósicas;6
2026;1;MG;BOVINOS;Magreza;3
2026;1;MG;BOVINOS;Miíase Cutânea;1
2026;1;MG;BOVINOS;Neoplasia;5
2026;1;MG;BOVINOS;Parasitose Não Zoonótica;246
2026;1;MG;BOVINOS;Sarcocistose;6
2026;1;MG;BOVINOS;Septicemia;3
2026;1;MG;BOVINOS;Tuberculose (já Notificado);3
2026;1;MG;BOVINOS;Tuberculose (notificação Sif);1
2026;1;MG;BOVINOS;Útero Com Feto(s);1
2026;1;MS;BOVINOS;Abscesso (mamíferos);14
2026;1;MS;BOVINOS;Aderência de Pleura (purulenta);1
2026;1;MS;BOVINOS;Aderência de Pleura (seca);3
2026;1;MS;BOVINOS;Alteração Linfática Inespecífica;6
2026;1;MS;BOVINOS;Alterações Musculares (hemorragias);1
2026;1;MS;BOVINOS;Cisticercose Bovina;49
2026;1;MS;BOVINOS;Equinococose/hidatidose (notificaçao Sif);16
2026;1;MS;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2026;1;MS;BOVINOS;Fasciolose Hepática (notificação Sif);10
2026;1;MS;BOVINOS;Fígado Amarelo;1
2026;1;MS;BOVINOS;Lesão Inflamatória;29
2026;1;MS;BOVINOS;Lesão Traumática;17
2026;1;MS;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2026;1;MS;BOVINOS;Lesões Tuberculósicas;4
2026;1;MS;BOVINOS;Magreza;4
2026;1;MS;BOVINOS;Miíase Cutânea;1
2026;1;MS;BOVINOS;Neoplasia;1
2026;1;MS;BOVINOS;Parasitose Não Zoonótica;94
2026;1;MS;BOVINOS;Septicemia;1
2026;1;MS;BOVINOS;Tuberculose (notificação Sif);3
2026;1;MT;BOVINOS;Aborto Recente (fêmea);1
2026;1;MT;BOVINOS;Abscesso (mamíferos);84
2026;1;MT;BOVINOS;Acrobustite;1
2026;1;MT;BOVINOS;Actinomicose (já Notificado);13
2026;1;MT;BOVINOS;Actinomicose (notificação Sif);3
2026;1;MT;BOVINOS;Aderência de Pleura (purulenta);3
2026;1;MT;BOVINOS;Aderência de Pleura (seca);21
2026;1;MT;BOVINOS;Aderência de Pleura (úmida);4
2026;1;MT;BOVINOS;Alteração Linfática Inespecífica;36
2026;1;MT;BOVINOS;Alterações Musculares (estresse/fadiga);1
2026;1;MT;BOVINOS;Artrite (uma Articulação);3
2026;1;MT;BOVINOS;Aspiração de Líquido;6
2026;1;MT;BOVINOS;Caquexia;1
2026;1;MT;BOVINOS;Cisticercose Bovina;28
2026;1;MT;BOVINOS;Coloração Anormal (post Mortem);1
2026;1;MT;BOVINOS;Equinococose/hidatidose (notificaçao Sif);4
2026;1;MT;BOVINOS;Estresse/fadiga (no Ante Mortem);3
2026;1;MT;BOVINOS;Footrot (já Notificado);1
2026;1;MT;BOVINOS;Fratura (após A Morte);1
2026;1;MT;BOVINOS;Fígado Amarelo;6
2026;1;MT;BOVINOS;Gordura Amarela;1
2026;1;MT;BOVINOS;Lesão Inflamatória;154
2026;1;MT;BOVINOS;Lesão Restrita;1
2026;1;MT;BOVINOS;Lesão Traumática;57
2026;1;MT;BOVINOS;Lesão Traumática (detectada no Ante Mortem);1
2026;1;MT;BOVINOS;Lesão de Pele;1
2026;1;MT;BOVINOS;Lesões Tuberculósicas;3
2026;1;MT;BOVINOS;Linfadenite Caseosa (notificação Sif);1
2026;1;MT;BOVINOS;Magreza;3
2026;1;MT;BOVINOS;Miíase Cutânea;10
2026;1;MT;BOVINOS;Neoplasia;3
2026;1;MT;BOVINOS;Parasitose Não Zoonótica;156
2026;1;MT;BOVINOS;Parto Recente (fêmea);1
2026;1;MT;BOVINOS;Sarcocistose;1
2026;1;MT;BOVINOS;Septicemia;3
2026;1;MT;BOVINOS;Tuberculose (notificação Sif);1
2026;1;MT;BOVINOS;Útero Com Feto(s);1
2026;1;PA;BOVINOS;Abscesso (mamíferos);10
2026;1;PA;BOVINOS;Abscesso Subcutâneo (lagomorfos);1
2026;1;PA;BOVINOS;Actinomicose (notificação Sif);1
2026;1;PA;BOVINOS;Aderência de Pleura (seca);1
2026;1;PA;BOVINOS;Aderência de Pleura (úmida);1
2026;1;PA;BOVINOS;Alteração Linfática Inespecífica;6
2026;1;PA;BOVINOS;Alterações Musculares (estresse/fadiga);1
2026;1;PA;BOVINOS;Alterações Musculares (rigidez Atípica);1
2026;1;PA;BOVINOS;Brucella Abortus (notificação Sif);1
2026;1;PA;BOVINOS;Brucelose (reagentes Notificação Sif);1
2026;1;PA;BOVINOS;Cisticercose Bovina;1
2026;1;PA;BOVINOS;Coloração Anormal (post Mortem);1
2026;1;PA;BOVINOS;Estresse/fadiga (no Ante Mortem);1
2026;1;PA;BOVINOS;Fasciolose Hepática (notificação Sif);1
2026;1;PA;BOVINOS;Fratura (após A Morte);1
2026;1;PA;BOVINOS;Fígado Amarelo;1
